sale_order_tm,sale_order_id,customer_id,product_id,product_name,qty,delv_prov_id,order_source
2022-11-12 16:13:58,IL-165512,1076767,OFF-AR-10003772,Asus Notebook X441UA Intel® Core™ i3-7020U 4GB RAM 1TB HDD + Windows 10 + Free Headphone + Backpack,1,A004,Android
2022-04-18 11:02:36,TX-163685,4409740,OFF-BI-10000756,"Asus VivoBook X441BA-GA434T - AMD A4-9125 - 4GB - 1TB - DVD RW - 14""HD - Win10 Home - Ice Blue - ESEL",1,A032,Android
2022-02-03 07:13:20,CA-107517,3893138,OFF-BI-10000216,Asus Vivobook K403FA - i5-8265U 8GB 512GB 14 Inch FHD WIN10 RESMI,3,A018,iOS
2021-03-04 19:27:44,CO-123470,4576902,OFF-BI-10001097,"Asus X441BA-GA612T - AMD 2 - Core A6-9225 - RAM 4 GB - 1TB - AMD Radeon R4 - 14.0"" - W10 - SILVER GRADIENT - Laptop Murah (Gratis Tas) - Bergaransi",2,A029,Web
2021-01-03 03:29:41,IL-108182,6455479,OFF-AR-10004062,Asus TP410UF-EC069T - Intel corei5-8250U - 8GB -1TB+128G SATA - NVIDIA GeForce MX130 -14 - W10 - Grey - Laptop Murah (Gratis Tas) - Bergaransi,3,A035,Android
2022-04-15 11:57:09,TN-128363,4936713,FUR-CH-10000229,"Lenovo Ideapad 330 - 14AST - AMD A6-9225 APU - 4GB - 500GB - 14"" - ODD - W10 - Black - Laptop Murah (Gratis Tas) - Bergaransi",1,A042,Android
2021-02-10 09:17:39,FL-120572,9724784,OFF-LA-10000414,EXCLUSIVE PROMO Laptop Terbaru Lenovo IdeaPad 330 -14IKB INTEL 3867U / Windows 10 / RAM 4 GB DDR4 / 1000 GB HDD / 14 inch / INTEL HD Graphics / IP 330 / 2 Tahun Garansi Resmi Lenovo Indonesia,2,A025,Android
2021-11-06 15:05:55,NY--115546,5193284,OFF-AR-10004260,"Asus Transformer T100TAF Intel Atom Z3735F 1,3GHz Ram 2GB SSD 32 GB Windows 10 Layar 10 inc Touchscreen",1,A023,Android
2021-09-02 08:17:12,NY-166618,5765632,OFF-BI-10000962,Asus X407UA-BV316T I Core™ i3-7020U I 4GB DDR4 I 1TB HDD + 1SLOT SSD M2 I 14.0 HD USLIM I VGA Intel I Windows 10 I NO DVDRW,1,A022,Android
2021-12-16 15:43:30,NY-116876,5835631,TEC-PH-10004120,"Laptop pelajar!! Lenovo IP 110 14IBR Celeron N3060 1,6GHZ Ram 4GB Hardisk 500GB Harga Murah",3,A034,Android
2021-03-30 21:05:13,TX-152100,4538738,OFF-BI-10001597,"Asus X454YA-BX801D - AMD A8-7410 - RAM 4GB - 500GB - Radeon R5 - 14"" - DOS - Hitam",1,A047,Android
2021-06-10 05:37:52,OH-157112,7676802,OFF-AR-10003183,Asus A407UF-BV512T Intel® Core™ i5-8250U - RAM 4GB - 1TB - 14 - W10 - ICICLE GOLD- Laptop Murah (Gratis Tas) - Bergaransi,3,A005,iOS
2021-02-13 18:21:26,IL-135034,2914170,OFF-AR-10003179,"Asus A407UA-BV320T - Intel® Core™ i3-7020U- 4GB - 1TB - 14"" - W10 - Icicle Gold - Laptop Murah (Gratis Tas) - Bergaransi",2,A013,Android
2021-01-15 13:25:17,WA--101308,9521335,TEC-PH-10002834,"Laptop 14"" Lenovo Ideapad 110-14IBR DOS Intel N3060 RAM 4GB HDD 500GB Hanya 3 Juta-An",2,A025,Android
2021-09-12 11:59:22,PA-133067,6455479,OFF-AR-10003759,ASUS Notebook UX331UAL-EG033T - Rose Gold,1,A035,Android
2021-03-20 06:47:44,NJ-125934,7322004,OFF-BI-10001787,Asus X541NA-BX402T - Intel Celeron N3350 - RAM 4GB - 500GB - 15.6' - Windows 10 - Silver,1,A013,Android
2021-03-10 08:36:23,OH-121727,7322004,OFF-AR-10004817,"Asus VivoBook A409FJ-EK751T - Intel i7 8565U - 8GB - 512GB SSD - MX230 2GB - Fingerprint - 14"" FHD - Win10 Home - Silver - ESEL",3,A008,iOS
2021-03-31 20:38:30,NJ-152611,4409740,OFF-LA-10000407,EXCLUSIVE PROMO Laptop Terbaru Lenovo IdeaPad 130 AMD A4 -9125 / WINDOWS 10 / AMD Radeon R3 / 4 GB DDR4 / 500GB / 14 Inch HD + Anti Glare + 380 Derajat / IP130 / 14AST / 1 Tahun Garansi Resmi Lenovo Indonesia,1,A007,Android
2021-01-14 14:13:29,CO-106978,1956586,TEC-PH-10003356,Laptop Gaming Lenovo V130 Intel I5-7200U - RAM 4GB - VGA AMD 2GB DDR5 - HDD 1TB & SLOT SSD M2 - PROMO MURAH,2,A028,Android
2022-06-28 08:27:31,WA-158071,4576902,OFF-BI-10001525,Asus X441UB-GA311T - Intel Core i3-7020U - 4GB - 1TB - NVIDIA GeForce MX110 2GB - 14.0' - W10 - Black - Laptop Murah,3,A011,Android
2021-05-22 00:53:36,ID-163671,7748077,OFF-AR-10003477,Asus E203MAH - FD012T-Intel® Celeron® N4000- 2GB - 500GB - 11.6' - W10 - Pearl White - Laptop Murah,2,A028,Android
2022-10-27 07:23:40,NY-111682,1919330,OFF-BI-10000145,Asus VivoBook E203MA-TBCL232A - N4000 - 2GB DDR4 - 32Gb EMMC - 11.6 HD LED - Windows 10 Home In S mode 64-Bit - Grey,3,A043,Web
2022-08-30 23:50:10,IL-108364,6729636,OFF-BI-10000050,"ASUS VivoBook E203MAH-FD011T Notebook - Intel N4000 - 2GB - 500GB - Win10 Home - 11.6"" HD - Star Grey - ESEL",2,A043,Android
2021-10-05 06:23:55,WA-142419,8375073,FUR-BO-10004834,"Asus X540LA-XX3402T - Intel® Core™ i3 - RAM 4GB - 1TB - 15"" - W10 - SILVER GRADIENT - Laptop Murah",2,A029,Android
2023-02-13 05:55:38,MI-128517,5157210,TEC-PH-10003800,"Laptop Lenovo B50-30 Intel N2840 Ram 4GB Hdd 500GB Win8 15,6"" Black",1,A044,Android
2021-08-16 03:43:39,MS-163776,2628382,OFF-BI-10001132,Asus X441MA GA011T Intel N4000 Ram4Gb Hdd1Tb Intel HD Graphic Windows 10 Orignal,3,A011,Android
2021-03-30 21:05:13,TX-152100,4538738,OFF-BI-10001900,"ASUS X550Z AMD FX 7500 2,1 GHz Ram 8 GB Hardisk 1 TB VGA AMD Radeon 3 GB Windows 10 LCD 15,6 inc",2,A047,Android
2023-02-02 12:03:13,CA-103380,7776517,OFF-AR-10004042,"Asus TP203NAH - N3350 - 4GB - 1000GB - W10 - 11.6"" Convertible Touch",1,A035,iOS
2021-01-28 20:44:49,TX-122077,9521335,OFF-AR-10003478,"Asus E203MAH Intel® Celeron® N4000 2GB RAM 500GB HDD 11.6"" + Windows 10 + Headphone",2,A036,Android
2022-10-06 11:17:31,MO-106299,5557590,OFF-AR-10004260,"Asus Transformer T100TAF Intel Atom Z3735F 1,3GHz Ram 2GB SSD 32 GB Windows 10 Layar 10 inc Touchscreen",1,A042,iOS
2021-07-19 03:05:32,CA-121048,1190581,OFF-BI-10000494,"ASUS VivoBook Ultra A412DA-EK302T Notebook - Ryzen 3-3200U - Radeon Vega 3 - 4GB - 1TB - Win10 - 14"" - Slate Grey - ESEL",1,A021,iOS
2022-07-19 11:03:34,CA-113040,5453032,OFF-BI-10000773,"Asus VivoBook X441BA-GA912T - AMD A9-9425 - 4GB - 1TB - DVD RW - 14""HD - Win10 Home - Silver - ESEL",3,A014,Android
2021-11-04 06:38:55,TX-131282,9724784,OFF-BI-10001153,"Asus X441MA-GA004T - Intel Celeron N4000 - RAM 4GB - 500GB - 14"" - Windows - White",1,A029,Android
2022-10-27 07:23:40,NY-111682,1919330,OFF-BI-10000831,"Asus X200MA-KX636D - 11.6"" - Intel Dual Core N2840 - 2GB RAM - Putih",2,A043,Web
2021-03-02 16:38:53,WA-164833,5195899,OFF-AR-10003179,"Asus A407UA-BV320T - Intel® Core™ i3-7020U- 4GB - 1TB - 14"" - W10 - Icicle Gold - Laptop Murah (Gratis Tas) - Bergaransi",3,A007,Android
2022-10-19 16:25:14,NM-100881,9521335,OFF-BI-10001758,ASUS X540UA-GQ103 RAM 8GB DDR4 i7-7500U 1TB HDD Intel® HD Graphics 620 15.6 HD SLIM Endless OS BLACK,2,A034,Android
2021-01-08 08:44:38,GA--100895,1797195,TEC-PH-10004389,"Laptopnya Content Creator, Desain dan Gaming ASUS A411QA-BV201T Grey - AMD A12 9720 4GB 1TB Radeon R7 14inch HD Windows 10 Original Garansi Resmi ASUS 2Tahun",3,A012,Web
2022-07-08 12:52:26,WA-103723,6669318,OFF-AR-10004817,"Asus VivoBook A409FJ-EK751T - Intel i7 8565U - 8GB - 512GB SSD - MX230 2GB - Fingerprint - 14"" FHD - Win10 Home - Silver - ESEL",1,A048,iOS
2023-01-11 12:06:04,NY-135881,3043854,OFF-BI-10001900,"ASUS X550Z AMD FX 7500 2,1 GHz Ram 8 GB Hardisk 1 TB VGA AMD Radeon 3 GB Windows 10 LCD 15,6 inc",3,A031,Android
2022-01-17 08:23:23,WA-147501,7956685,TEC-PH-10002885,Laptop Acer E5-475G-541U Core i5-7200U RAM 4GB NVIDIA 940MX (FREE ASURANSI),2,A018,Android
2021-03-20 14:04:19,MA-166086,9907533,OFF-BI-10001132,Asus X441MA GA011T Intel N4000 Ram4Gb Hdd1Tb Intel HD Graphic Windows 10 Orignal,3,A040,Android
2021-09-27 17:06:14,IL-103478,1924150,OFF-BI-10001758,ASUS X540UA-GQ103 RAM 8GB DDR4 i7-7500U 1TB HDD Intel® HD Graphics 620 15.6 HD SLIM Endless OS BLACK,1,A029,Android
2021-02-21 03:31:35,PA-150147,5613884,OFF-AR-10003631,Asus E203MAH-FD412T - Intel Celeron N4000 - RAM 4GB - 500GB - 11.6' - Windows 10 - Pearl White Laptop Murah - Bergaransi,3,A021,Android
2021-12-21 15:46:22,TN--155600,9005766,OFF-BI-10001294,"Asus X441MA-GA013T - Intel® Celeron® N4000- RAM 4GB - 1TB - 14"" - W10 - Red - Laptop Murah (Gratis Tas) - Bergaransi",3,A022,Android
2021-03-24 10:36:36,PA-105767,7223558,OFF-AR-10003560,Asus E203MAH-FD013T - Intel® Celeron® N4000 - RAM 2GB - 500GB - 11.6' - W10 - Petal Pink - Laptop Murah - Bergaransi,2,A027,Android
2021-01-17 02:22:45,NY-165050,8375073,OFF-BI-10002003,"Asus ZenBook Flip 13 UX362FA-EL501T - i5 8265U - 8GB - Intel UHD - 512GB SSD - 13.3"" FHD - Win10 - Gun Grey - ESEL",3,A019,iOS
2022-10-26 11:45:21,PA-138317,6455479,OFF-AR-10003158,"Asus A407UA-BV319T - Intel® Core™ i3-7020U - 4GB - 1TB - 14"" - W10 - Grey - Laptop Murah (Gratis Tas) - Bergaransi",2,A001,Android
2021-10-04 16:37:59,CA--121755,7223558,OFF-BI-10001072,Asus X441BA-GA412T AMD A4 - 4G - 500GB - W10 home - 14.0'' - Silver Gradient - Student laptop,3,A010,Android
2021-02-10 11:00:42,MT-168158,4689017,TEC-PH-10003885,"Laptop Lenovo Ideapad 100-15IBD Windows 10 COre I3-5005 Ram 6GB HDD 500GB VGA Intel Layar 15,6"" (Hitam)",2,A034,Android
2022-05-29 23:39:52,TX-168809,5453032,OFF-BI-10001036,Asus X407UB-BV187T Laptop Multimedia Murah I Core™ i5-8250U I 4GB DDR4 I 1TB HDD + SLOT SSD M2 I NVIDIA GeForce MX110 2GB I WINDOWS 10 I NO DVDRW I 14.0 HD USLIM,1,A026,Windows Phone
2021-07-07 07:49:25,AL-143840,9811302,OFF-AR-10004691,"Asus VivoBook 14 A412FL-EK502T - Intel i5 8265U - 8GB - 512GB SSD - MX250 2GB - Fingerprint - 14"" FHD - Win10 Home - Grey - ESEL",1,A042,Android
2022-03-04 13:08:11,OH--154823,5613884,OFF-BI-10001071,ASUS X407UB-BV219T LAPTOP GRAFIS I 8GB DDR4 I Core™ i3-7020U I 1TB HDD + 1SLOT SSD M2 I 14.0 HD USLIM I NVIDIA GeForce MX110 2GB I NO DVDRW I WINDOWS 10,2,A021,Android
2022-06-30 09:00:13,GA-164588,3951118,OFF-BI-10001132,Asus X441MA GA011T Intel N4000 Ram4Gb Hdd1Tb Intel HD Graphic Windows 10 Orignal,2,A013,Android
2021-10-05 15:13:49,OH-164616,4835445,OFF-BI-10002012,ASUS ZenBook UX430UN - Intel Core i7 8550U-RAM 16GB-512GB SSD-nVidia MX150 2GB-14inch FHD-Windows 10 - Grey,2,A045,Android
2021-02-10 11:00:42,MT-168158,4689017,OFF-BI-10000014,ASUS VIVOBOOK A507UA - i3-7020U-4GB-1TB-WIN10-15.6HD-FINGERPRINT,1,A034,Android
2021-10-16 14:44:52,NY-148712,3567375,OFF-BI-10001153,"Asus X441MA-GA004T - Intel Celeron N4000 - RAM 4GB - 500GB - 14"" - Windows - White",2,A014,Android
2022-06-21 17:14:42,WA-126067,5453032,OFF-AR-10004441,Asus TUF FX505GE-I5T61T 15.6 Inch Slim Bezel Core i5 8300H 8GB RAM 1TB HDD GTX 1050TI 4GB Win 10 + Free GMX Shoes + Backpack,1,A037,Android
2021-07-21 14:47:16,OH-101049,9948316,OFF-BI-10001787,Asus X541NA-BX402T - Intel Celeron N3350 - RAM 4GB - 500GB - 15.6' - Windows 10 - Silver,2,A026,Android
2021-12-10 06:36:22,TX-145303,3825756,OFF-BI-10000042,ASUS VIVOBOOK E203MAH - 2GB - 500GB - PINK,3,A027,iOS
2022-10-26 19:18:54,WA-101539,3806026,OFF-AR-10004757,"Asus VivoBook A407MA-BV002T Notebook - Icicle Gold - Intel N4000 - Fingerprint - 4GB - 1TB - 14""HD - Win10 - ESEL",1,A022,Android
2021-12-16 15:43:30,NY-116876,5835631,OFF-AR-10003958,ASUS ROG Strix GL503GE-EN023T - Metal Black,1,A034,Android
2021-03-20 06:47:44,NJ-125934,7322004,OFF-BI-10001553,Asus X441UB-GA313T - Intel Core i3-7020U - 4GB - 1TB - NVIDIA GeForce MX110 2GB - 14.0' - W10 - Red - Laptop Murah (Gratis Tas) Bergaransi,3,A013,Android
2022-03-03 03:27:05,TX-161774,6941321,OFF-BI-10001196,"Asus X441MA-GA011T - Intel® Celeron® N4000 - RAM 4GB - 1Tb - 14"" - W10 - Black - Laptop Murah (Gratis Tas) - Bergaransi",1,A005,iOS
2023-02-21 04:04:42,LA-142727,9724784,OFF-AR-10003651,Asus E203NAH-FD012T Notebook [Intel N3350/ 2GB/ 500GB/ Win 10],1,A043,Android
2021-08-02 21:06:19,VA-104731,5458574,OFF-AR-10004930,"Asus VivoBook A409FJ-EK752T - Intel i7 8565U - 8GB - 512GB SSD - MX230 2GB - Fingerprint - 14"" FHD - Win10 Home - Grey - ESEL",1,A012,Android
2022-06-06 23:23:28,AZ--107979,6455479,OFF-AR-10003696,"ASUS E402BA-GA001T Dark Blue (AMD A4-9125/4GB/500GB/RADEON R3/14""/Win10)",1,A004,Android
2021-09-09 18:30:02,SC-157161,4576902,OFF-AR-10004027,Asus S330UA EY302T Core i3 8130 4GB SSD 256GB 133 FHD VGA Intel W10,1,A037,Android
2021-03-23 11:45:25,CA-157833,9409533,OFF-AR-10003478,"Asus E203MAH Intel® Celeron® N4000 2GB RAM 500GB HDD 11.6"" + Windows 10 + Headphone",3,A020,Android
2022-11-13 15:21:34,DE-109862,9453897,OFF-AR-10004441,Asus TUF FX505GE-I5T61T 15.6 Inch Slim Bezel Core i5 8300H 8GB RAM 1TB HDD GTX 1050TI 4GB Win 10 + Free GMX Shoes + Backpack,2,A040,Windows Phone
2023-02-07 05:20:20,OH-161263,2628382,OFF-BI-10001922,"Asus X550ZE Laptop [AMD FX 7500/ 8 GB/ 1 TB/ R7 M260DX 3GB/ Win10/ 15""] FREE HP Android 5""",3,A010,Android
2023-02-24 12:19:34,OH-141957,2914170,OFF-AR-10002987,Asus A407MA-BV001T - Intel® Celeron® N4000 - RAM 4GB - 1TB - 14.0' - W10 - Grey - Laptop Murah (Gratis Tas) - Bergansi,3,A010,Android
2021-03-04 19:27:44,CO-123470,4576902,OFF-BI-10000829,"Asus VivoBook X441UB-GA321T - Intel i3 7020U - 4GB - 1TB - MX110-2GB - 14"" - Win10 Home - Rose Gold - ESEL",2,A029,Web
2021-07-27 08:07:52,WA-135972,9334859,OFF-LA-10000305,EXCLUSIVE PROMO Laptop Terbaru Lenovo IdeaPad 130 AMD A4 -9125 / WINDOWS 10 / AMD Radeon R3 / 4 GB DDR4 / 500 GB / 14 Inch + Anti Glare + 380 Derajat / IP130 / 1 Tahun Garansi Resmi Lenovo Indonesia,2,A010,Android
2022-05-24 19:50:31,NJ-163552,6219397,OFF-BI-10001989,Asus X550Z-EXX211T/GR,3,A028,Android
2022-11-08 18:24:38,UT-104472,7223558,OFF-AR-10003811,"Asus P2430UA i3 4GB 500GB 14"" Limited Edition",1,A024,Android
2022-05-23 05:32:10,CA-115819,1190581,OFF-BI-10001525,Asus X441UB-GA311T - Intel Core i3-7020U - 4GB - 1TB - NVIDIA GeForce MX110 2GB - 14.0' - W10 - Black - Laptop Murah,2,A015,Android
2022-05-24 19:50:31,NJ-163552,6219397,OFF-BI-10001132,Asus X441MA GA011T Intel N4000 Ram4Gb Hdd1Tb Intel HD Graphic Windows 10 Orignal,1,A028,Android
2021-02-24 15:23:51,TX-161816,4538738,OFF-AR-10004999,ASUS VIVOBOOK A412FA - i5-8265U 8GB 512GB SSD WIN10 14FHD FINGERPRINT,3,A011,Windows Phone
2021-04-14 11:49:00,MD-118976,7676802,OFF-AR-10004602,Asus TUFFX505GD-I5501T - Intel Core I5-8300H - 8GB - 1TB - 15.6' - W10 - RED Fusion - Laptop gaming Murah,1,A004,Android
2021-03-12 05:49:38,NC-155208,7322004,OFF-BI-10001267,"Asus X441MA-GA012TIntel® Celeron® N4000- 4GB - 1TB - 14"" - W10 - Silver- Laptop Murah (Gratis Tas) - Bergansi",2,A012,Android
